x,y
0.31874999,0.92383267
0.31874999,0.92383267
0.32008246,0.92366754
0.32008246,0.92366754
0.3204917,0.92361671
0.3204917,0.92361671
0.32187501,0.92344539
0.32187501,0.92344539
0.32327681,0.92327681
0.32327681,0.92327681
0.32364205,0.92323296
0.32364205,0.92323296
0.32499999,0.92306971
0.32499999,0.92306971
0.32607101,0.92294602
0.32607101,0.92294602
0.32718195,0.92281805
0.32718195,0.92281805
0.328125,0.9227092
0.328125,0.9227092
0.32887507,0.92262507
0.32887507,0.92262507
0.33070477,0.92242024
0.33070477,0.92242024
0.33125001,0.92235911
0.33125001,0.92235911
0.33168708,0.92231207
0.33168708,0.92231207
0.3342085,0.92204149
0.3342085,0.92204149
0.33437499,0.92202358
0.33437499,0.92202358
0.33450954,0.92200955
0.33450954,0.92200955
0.33580091,0.921875
0.33580091,0.921875
0.33733969,0.92171468
0.33733969,0.92171468
0.33750001,0.92169805
0.33750001,0.92169805
0.33769666,0.92167834
0.33769666,0.92167834
0.34017963,0.92142964
0.34017963,0.92142964
0.34062499,0.92138499
0.34062499,0.92138499
0.34116741,0.92133258
0.34116741,0.92133258
0.34302726,0.92115226
0.34302726,0.92115226
0.34375,0.92108248
0.34375,0.92108248
0.34462431,0.92100069
0.34462431,0.92100069
0.34588296,0.92088295
0.34588296,0.92088295
0.34687501,0.92079014
0.34687501,0.92079014
0.34806724,0.92068276
0.34806724,0.92068276
0.34874644,0.92062144
0.34874644,0.92062144
0.34999999,0.92050858
0.34999999,0.92050858
0.3514966,0.9203784
0.3514966,0.9203784
0.35161785,0.92036784
0.35161785,0.92036784
0.35312501,0.92023676
0.35312501,0.92023676
0.35449654,0.92012154
0.35449654,0.92012154
0.3549134,0.92008659
0.3549134,0.92008659
0.35624999,0.91997434
0.35624999,0.91997434
0.35738262,0.91988262
0.35738262,0.91988262
0.35831811,0.91980688
0.35831811,0.91980688
0.359375,0.9197213
0.359375,0.9197213
0.36027601,0.919651
0.36027601,0.919651
0.36171055,0.91953945
0.36171055,0.91953945
0.36250001,0.91947788
0.36250001,0.91947788
0.36317691,0.9194269
0.36317691,0.9194269
0.36509243,0.91928256
0.36509243,0.91928256
0.36562499,0.91924245
0.36562499,0.91924245
0.36608427,0.91920927
0.36608427,0.91920927
0.36846181,0.91903819
0.36846181,0.91903819
0.36875001,0.91901738
0.36875001,0.91901738
0.36899987,0.91899985
0.36899987,0.91899985
0.3718233,0.91880168
0.3718233,0.91880168
0.37187499,0.91879806
0.37187499,0.91879806
0.37192003,0.91879503
0.37192003,0.91879503
0.37259127,0.91874999
0.37259127,0.91874999
0.37484854,0.91859853
0.37484854,0.91859853
0.375,0.91858834
0.375,0.91858834
0.3751728,0.91857719
0.3751728,0.91857719
0.37778305,0.91840803
0.37778305,0.91840803
0.37812501,0.91838599
0.37812501,0.91838599
0.37851322,0.91836178
0.37851322,0.91836178
0.38072415,0.91822414
0.38072415,0.91822414
0.38124999,0.91819134
0.38124999,0.91819134
0.38184419,0.9181558
0.38184419,0.9181558
0.38367111,0.91804609
0.38367111,0.91804609
0.38437501,0.91800401
0.38437501,0.91800401
0.38516667,0.91795832
0.38516667,0.91795832
0.38662434,0.91787433
0.38662434,0.91787433
0.38749999,0.91782379
0.38749999,0.91782379
0.38848045,0.91776953
0.38848045,0.91776953
0.38958329,0.91770828
0.38958329,0.91770828
0.390625,0.91765065
0.390625,0.91765065
0.39178624,0.91758875
0.39178624,0.91758875
0.39254822,0.9175482
0.39254822,0.9175482
0.39375001,0.91748413
0.39375001,0.91748413
0.395084,0.91741599
0.395084,0.91741599
0.39551871,0.9173937
0.39551871,0.9173937
0.39687499,0.91732445
0.39687499,0.91732445
0.39837416,0.91725083
0.39837416,0.91725083
0.39849492,0.91724491
0.39849492,0.91724491
0.40000001,0.91717098
0.40000001,0.91717098
0.40147652,0.91710151
0.40147652,0.91710151
0.40165693,0.91709305
0.40165693,0.91709305
0.40312499,0.917024
0.40312499,0.917024
0.40446359,0.91696358
0.40446359,0.91696358
0.40493262,0.91694236
0.40493262,0.91694236
0.40625,0.91688288
0.40625,0.91688288
0.40745584,0.91683082
0.40745584,0.91683082
0.40820123,0.91679876
0.40820123,0.91679876
0.40937501,0.9167481
0.40937501,0.9167481
0.41045347,0.91670345
0.41045347,0.91670345
0.4114634,0.91666158
0.4114634,0.91666158
0.41249999,0.91661866
0.41249999,0.91661866
0.41345595,0.91658093
0.41345595,0.91658093
0.41471874,0.91653124
0.41471874,0.91653124
0.41562501,0.91649548
0.41562501,0.91649548
0.41646379,0.91646377
0.41646379,0.91646377
0.41796811,0.91640687
0.41796811,0.91640687
0.41874999,0.91637731
0.41874999,0.91637731
0.41947621,0.9163512
0.41947621,0.9163512
0.42121101,0.91628897
0.42121101,0.91628897
0.421875,0.9162651
0.421875,0.9162651
0.42249386,0.91624384
0.42249386,0.91624384
0.42444832,0.91617667
0.42444832,0.91617667
0.42500001,0.91615772
0.42500001,0.91615772
0.42551593,0.9161409
0.42551593,0.9161409
0.42767943,0.91607055
0.42767943,0.91607055
0.42812499,0.91605603
0.42812499,0.91605603
0.42854306,0.91604305
0.42854306,0.91604305
0.43090534,0.91596965
0.43090534,0.91596965
0.43125001,0.91595894
0.43125001,0.91595894
0.43157445,0.91594942
0.43157445,0.91594942
0.43412524,0.91587473
0.43412524,0.91587473
0.43437499,0.9158674
0.43437499,0.9158674
0.43461083,0.91586082
0.43461083,0.91586082
0.43734034,0.91578464
0.43734034,0.91578464
0.4375,0.91578018
0.4375,0.91578018
0.43765123,0.91577621
0.43765123,0.91577621
0.44054963,0.91570036
0.44054963,0.91570036
0.44062501,0.91569839
0.44062501,0.91569839
0.44069664,0.91569661
0.44069664,0.91569661
0.44357873,0.91562498
0.44357873,0.91562498
0.44374584,0.91562083
0.44374584,0.91562083
0.44374999,0.91562072
0.44374999,0.91562072
0.44375435,0.91562062
0.44375435,0.91562062
0.44680002,0.91554999
0.44680002,0.91554999
0.44687501,0.91554824
0.44687501,0.91554824
0.44695345,0.91554654
0.44695345,0.91554654
0.44985797,0.91548296
0.44985797,0.91548296
0.44999999,0.91547988
0.44999999,0.91547988
0.45014813,0.91547685
0.45014813,0.91547685
0.45292054,0.91542053
0.45292054,0.91542053
0.453125,0.91541634
0.453125,0.91541634
0.45333765,0.91541233
0.45333765,0.91541233
0.45598691,0.91536188
0.45598691,0.91536188
0.45625001,0.91535692
0.45625001,0.91535692
0.45652289,0.9153521
0.45652289,0.9153521
0.45905777,0.91530776
0.45905777,0.91530776
0.45937499,0.91530217
0.45937499,0.91530217
0.4597031,0.91529688
0.4597031,0.91529688
0.46213233,0.91525731
0.46213233,0.91525731
0.46250001,0.91525138
0.46250001,0.91525138
0.46287926,0.91524573
0.46287926,0.91524573
0.46521133,0.91521133
0.46521133,0.91521133
0.46562499,0.91520516
0.46562499,0.91520516
0.46605053,0.91519945
0.46605053,0.91519945
0.46829399,0.91516898
0.46829399,0.91516898
0.46875,0.91516286
0.46875,0.91516286
0.46921785,0.91515714
0.46921785,0.91515714
0.47138101,0.91513099
0.47138101,0.91513099
0.47187501,0.91512494
0.47187501,0.91512494
0.4723805,0.91511949
0.4723805,0.91511949
0.47447164,0.91509663
0.47447164,0.91509663
0.47499999,0.91509094
0.47499999,0.91509094
0.47553923,0.91508575
0.47553923,0.91508575
0.47756659,0.91506657
0.47756659,0.91506657
0.47812501,0.9150612
0.47812501,0.9150612
0.47869345,0.91505654
0.47869345,0.91505654
0.48066509,0.91504009
0.48066509,0.91504009
0.48124999,0.9150353
0.48124999,0.9150353
0.48184385,0.91503113
0.48184385,0.91503113
0.48376792,0.91501791
0.48376792,0.91501791
0.484375,0.91501365
0.484375,0.91501365
0.4849898,0.91501019
0.4849898,0.91501019
0.4868743,0.91499928
0.4868743,0.91499928
0.48750001,0.91499575
0.48750001,0.91499575
0.48813207,0.91499293
0.48813207,0.91499293
0.48998493,0.91498492
0.48998493,0.91498492
0.49062499,0.91498206
0.49062499,0.91498206
0.49126991,0.91498007
0.49126991,0.91498007
0.49309917,0.91497415
0.49309917,0.91497415
0.49375001,0.91497215
0.49375001,0.91497215
0.49440412,0.91497087
0.49440412,0.91497087
0.4962176,0.9149676
0.4962176,0.9149676
0.49687499,0.91496632
0.49687499,0.91496632
0.49753403,0.91496595
0.49753403,0.91496595
0.49933971,0.9149647
0.49933971,0.9149647
0.5,0.91496434
0.5,0.91496434
0.50066027,0.91496472
0.50066027,0.91496472
0.50246603,0.91496601
0.50246603,0.91496601
0.50312501,0.91496639
0.50312501,0.91496639
0.50378232,0.91496769
0.50378232,0.91496769
0.50559603,0.914971
0.50559603,0.914971
0.50625002,0.91497229
0.50625002,0.91497229
0.50690069,0.91497431
0.50690069,0.91497431
0.50873028,0.91498028
0.50873028,0.91498028
0.50937498,0.91498228
0.50937498,0.91498228
0.51001481,0.91498516
0.51001481,0.91498516
0.5118682,0.9149932
0.5118682,0.9149932
0.51249999,0.91499604
0.51249999,0.91499604
0.5131254,0.91499958
0.5131254,0.91499958
0.51501056,0.91501055
0.51501056,0.91501055
0.515625,0.91501403
0.515625,0.91501403
0.51623169,0.9150183
0.51623169,0.9150183
0.51815658,0.91503156
0.51815658,0.91503156
0.51875001,0.91503574
0.51875001,0.91503574
0.51933446,0.91504054
0.51933446,0.91504054
0.52130709,0.91505706
0.52130709,0.91505706
0.52187502,0.91506172
0.52187502,0.91506172
0.5224329,0.9150671
0.5224329,0.9150671
0.52446135,0.91508635
0.52446135,0.91508635
0.52499998,0.91509154
0.52499998,0.91509154
0.52552773,0.91509723
0.52552773,0.91509723
0.52762017,0.91512017
0.52762017,0.91512017
0.52812499,0.91512562
0.52812499,0.91512562
0.52861831,0.91513167
0.52861831,0.91513167
0.53078291,0.9151579
0.53078291,0.9151579
0.53125,0.91516363
0.53125,0.91516363
0.53170524,0.91516974
0.53170524,0.91516974
0.5339503,0.91520028
0.5339503,0.91520028
0.53437501,0.91520599
0.53437501,0.91520599
0.53478784,0.91521215
0.53478784,0.91521215
0.53712171,0.91524668
0.53712171,0.91524668
0.53750002,0.91525233
0.53750002,0.91525233
0.53786675,0.91525825
0.53786675,0.91525825
0.54029787,0.91529787
0.54029787,0.91529787
0.54062498,0.91530315
0.54062498,0.91530315
0.54094122,0.91530874
0.54094122,0.91530874
0.54347821,0.91535321
0.54347821,0.91535321
0.54374999,0.91535801
0.54374999,0.91535801
0.54401201,0.91536296
0.54401201,0.91536296
0.54666354,0.91541353
0.54666354,0.91541353
0.546875,0.91541753
0.546875,0.91541753
0.5470783,0.91542169
0.5470783,0.91542169
0.54985313,0.9154781
0.54985313,0.9154781
0.55000001,0.9154811
0.55000001,0.9154811
0.55014082,0.91548417
0.55014082,0.91548417
0.55304795,0.91554791
0.55304795,0.91554791
0.55312502,0.91554959
0.55312502,0.91554959
0.55319869,0.91555131
0.55319869,0.91555131
0.55624705,0.91562205
0.55624705,0.91562205
0.55624998,0.91562211
0.55624998,0.91562211
0.55625278,0.91562218
0.55625278,0.91562218
0.55636515,0.91562498
0.55636515,0.91562498
0.55930191,0.91569806
0.55930191,0.91569806
0.55937499,0.91569988
0.55937499,0.91569988
0.55945191,0.9157019
0.55945191,0.9157019
0.56234724,0.91577774
0.56234724,0.91577774
0.5625,0.91578175
0.5625,0.91578175
0.56266127,0.91578625
0.56266127,0.91578625
0.56538763,0.91586236
0.56538763,0.91586236
0.56562501,0.91586898
0.56562501,0.91586898
0.5658764,0.91587637
0.5658764,0.91587637
0.56842387,0.91595113
0.56842387,0.91595113
0.56875002,0.91596072
0.56875002,0.91596072
0.56909651,0.91597147
0.56909651,0.91597147
0.57145526,0.91604471
0.57145526,0.91604471
0.57187498,0.91605773
0.57187498,0.91605773
0.57232234,0.91607234
0.57232234,0.91607234
0.57448225,0.91614272
0.57448225,0.91614272
0.57499999,0.91615962
0.57499999,0.91615962
0.57555364,0.91617863
0.57555364,0.91617863
0.57750435,0.91624563
0.57750435,0.91624563
0.578125,0.91626695
0.578125,0.91626695
0.57879094,0.91629092
0.57879094,0.91629092
0.58052187,0.91635312
0.58052187,0.91635312
0.58125001,0.91637933
0.58125001,0.91637933
0.58203401,0.91640898
0.58203401,0.91640898
0.58353428,0.91646572
0.58353428,0.91646572
0.58437502,0.91649751
0.58437502,0.91649751
0.5852834,0.91653337
0.5852834,0.91653337
0.58654204,0.91658294
0.58654204,0.91658294
0.58749998,0.91662077
0.58749998,0.91662077
0.5885388,0.9166638
0.5885388,0.9166638
0.58954446,0.91670551
0.58954446,0.91670551
0.59062499,0.91675026
0.59062499,0.91675026
0.59180108,0.91680107
0.59180108,0.91680107
0.59254201,0.91683297
0.59254201,0.91683297
0.59375,0.91688518
0.59375,0.91688518
0.59506976,0.91694474
0.59506976,0.91694474
0.59553425,0.91696574
0.59553425,0.91696574
0.59687501,0.91702625
0.59687501,0.91702625
0.59834553,0.9170955
0.59834553,0.9170955
0.59852125,0.91710375
0.59852125,0.91710375
0.60000002,0.91717342
0.60000002,0.91717342
0.60150276,0.91724723
0.60150276,0.91724723
0.6016284,0.91725339
0.6016284,0.91725339
0.60312498,0.91732688
0.60312498,0.91732688
0.60447892,0.91739605
0.60447892,0.91739605
0.60491861,0.91741861
0.60491861,0.91741861
0.60624999,0.91748666
0.60624999,0.91748666
0.60744935,0.91755063
0.60744935,0.91755063
0.60821649,0.91759148
0.60821649,0.91759148
0.609375,0.91765326
0.609375,0.91765326
0.61041422,0.91771077
0.61041422,0.91771077
0.61152236,0.91777234
0.61152236,0.91777234
0.61250001,0.91782647
0.61250001,0.91782647
0.61337313,0.91787687
0.61337313,0.91787687
0.61483624,0.91796121
0.61483624,0.91796121
0.61562502,0.91800674
0.61562502,0.91800674
0.61632629,0.91804871
0.61632629,0.91804871
0.61815882,0.91815882
0.61815882,0.91815882
0.61874998,0.91819422
0.61874998,0.91819422
0.61927314,0.91822683
0.61927314,0.91822683
0.62148981,0.91836481
0.62148981,0.91836481
0.62187499,0.91838882
0.62187499,0.91838882
0.62221426,0.91841072
0.62221426,0.91841072
0.62483043,0.91858042
0.62483043,0.91858042
0.625,0.91859138
0.625,0.91859138
0.62514862,0.91860137
0.62514862,0.91860137
0.62736357,0.91874999
0.62736357,0.91874999
0.62807713,0.91879787
0.62807713,0.91879787
0.62812501,0.91880108
0.62812501,0.91880108
0.62817995,0.91880493
0.62817995,0.91880493
0.63099804,0.91900197
0.63099804,0.91900197
0.63125002,0.91901962
0.63125002,0.91901962
0.63154075,0.91904073
0.63154075,0.91904073
0.63391219,0.91921279
0.63391219,0.91921279
0.63437498,0.91924639
0.63437498,0.91924639
0.63491171,0.91928672
0.63491171,0.91928672
0.63682004,0.91942994
0.63682004,0.91942994
0.63749999,0.91948106
0.63749999,0.91948106
0.63829291,0.91954291
0.63829291,0.91954291
0.63972097,0.91965402
0.63972097,0.91965402
0.640625,0.91972456
0.640625,0.91972456
0.64168549,0.91981048
0.64168549,0.91981048
0.64261425,0.91988575
0.64261425,0.91988575
0.64375001,0.91997776
0.64375001,0.91997776
0.64509017,0.92009015
0.64509017,0.92009015
0.64550053,0.92012448
0.64550053,0.92012448
0.64687502,0.92023981
0.64687502,0.92023981
0.64837914,0.92037086
0.64837914,0.92037086
0.64850701,0.920382
0.64850701,0.920382
0.64999998,0.92051209
0.64999998,0.92051209
0.65125033,0.92062465
0.65125033,0.92062465
0.65193661,0.92068662
0.65193661,0.92068662
0.65312499,0.92079366
0.65312499,0.92079366
0.65411381,0.92088618
0.65411381,0.92088618
0.65537961,0.92100461
0.65537961,0.92100461
0.65625,0.92108604
0.65625,0.92108604
0.65696947,0.92115553
0.65696947,0.92115553
0.65883664,0.92133663
0.65883664,0.92133663
0.65937501,0.92138866
0.65937501,0.92138866
0.65981702,0.92143299
0.65981702,0.92143299
0.66230754,0.92168252
0.66230754,0.92168252
0.66250002,0.92170181
0.66250002,0.92170181
0.66265694,0.92171808
0.66265694,0.92171808
0.66416429,0.921875
0.66416429,0.921875
0.66548724,0.92201274
0.66548724,0.92201274
0.66562498,0.9220271
0.66562498,0.9220271
0.66579544,0.92204546
0.66579544,0.92204546
0.66830939,0.9223156
0.66830939,0.9223156
0.66874999,0.92236306
0.66874999,0.92236306
0.66929966,0.92242467
0.66929966,0.92242467
0.67112145,0.92262855
0.67112145,0.92262855
0.671875,0.92271306
0.671875,0.92271306
0.67282246,0.92282246
0.67282246,0.92282246
0.67392545,0.92294956
0.67392545,0.92294956
0.67500001,0.9230737
0.67500001,0.9230737
0.67636252,0.92323751
0.67636252,0.92323751
0.67671963,0.92328039
0.67671963,0.92328039
0.67812502,0.92344942
0.67812502,0.92344942
0.67950471,0.9236203
0.67950471,0.9236203
0.67992215,0.92367216
0.67992215,0.92367216
0.68124998,0.92383672
0.68124998,0.92383672
0.68228064,0.92396935
0.68228064,0.92396935
0.68350176,0.92412678
0.68350176,0.92412678
0.68437499,0.9242392
0.68437499,0.9242392
0.68504666,0.92432834
0.68504666,0.92432834
0.68710212,0.92460213
0.68710212,0.92460213
0.6875,0.92465498
0.6875,0.92465498
0.68780324,0.92469677
0.68780324,0.92469677
0.69000081,0.92500001
0.69000081,0.92500001
0.69054932,0.9250757
0.69054932,0.9250757
0.69062501,0.92508617
0.69062501,0.92508617
0.69072558,0.92510058
0.69072558,0.92510058
0.69328366,0.92546637
0.69328366,0.92546637
0.69375002,0.92553325
0.69375002,0.92553325
0.6943762,0.9256262
0.6943762,0.9256262
0.69600743,0.92586757
0.69600743,0.92586757
0.69687498,0.92599649
0.69687498,0.92599649
0.69805254,0.92617757
0.69805254,0.92617757
0.6987199,0.9262801
0.6987199,0.9262801
0.69999999,0.926477
0.69999999,0.926477
0.70142194,0.92670307
0.70142194,0.92670307
0.70175648,0.9267565
0.70175648,0.9267565
0.703125,0.92697435
0.703125,0.92697435
0.7041129,0.92713712
0.7041129,0.92713712
0.70548927,0.92736428
0.70548927,0.92736428
0.70625001,0.92748968
0.70625001,0.92748968
0.70679283,0.9275822
0.70679283,0.9275822
0.70925347,0.92800347
0.70925347,0.92800347
0.70937502,0.92802422
0.70937502,0.92802422
0.70946069,0.92803935
0.70946069,0.92803935
0.70994447,0.92812502
0.70994447,0.92812502
0.71211545,0.92850955
0.71211545,0.92850955
0.71249998,0.92857805
0.71249998,0.92857805
0.71305543,0.92868046
0.71305543,0.92868046
0.71475653,0.92899347
0.71475653,0.92899347
0.71562499,0.92915375
0.71562499,0.92915375
0.71689619,0.9293962
0.71689619,0.9293962
0.71738571,0.92948929
0.71738571,0.92948929
0.71875,0.92974986
0.71875,0.92974986
0.72000251,0.92999749
0.72000251,0.92999749
0.7207758,0.93015079
0.7207758,0.93015079
0.72187501,0.93036831
0.72187501,0.93036831
0.72260699,0.93051802
0.72260699,0.93051802
0.72469799,0.93094796
0.72469799,0.93094796
0.72500002,0.93100984
0.72500002,0.93100984
0.7251981,0.9310519
0.7251981,0.9310519
0.72612755,0.93124998
0.72612755,0.93124998
0.72777398,0.93160098
0.72777398,0.93160098
0.72812498,0.93167623
0.72812498,0.93167623
0.72867281,0.93179781
0.72867281,0.93179781
0.73033451,0.93216546
0.73033451,0.93216546
0.73124999,0.93236899
0.73124999,0.93236899
0.73270294,0.93270293
0.73270294,0.93270293
0.7328812,0.93274378
0.7328812,0.93274378
0.734375,0.9330877
0.734375,0.9330877
0.7354146,0.93333539
0.7354146,0.93333539
