r,rho,v,P
0.3211715637048277,0.029418239472708926,0.11476293233458841,0.043132899838348754
0.3212455663679815,0.029452275066364733,0.1147894703527232,0.04313305717764324
0.32131956903113534,0.02948634238050302,0.11481600854597773,0.04313321474194963
0.3213935716942891,0.029520441437916337,0.11484254691459424,0.043133372531527076
0.32146757435744294,0.02955457226140974,0.11486908545881525,0.043133530546635
0.3215415770205967,0.029588734873800794,0.11489562417888348,0.04313368878753306
0.32161557968375054,0.029622929297919588,0.11492216307504205,0.04313384725448118
0.32168958234690437,0.02965715555660873,0.11494870214753425,0.04313400594773953
0.32176358501005814,0.029691413672723363,0.11497524139660369,0.04313416486756848
0.321837587673212,0.02972570366913117,0.11500178082249432,0.04313432401422875
0.3219115903363658,0.029760025568712385,0.11502832042545025,0.04313448338798118
0.3219855929995196,0.02979437939435979,0.11505486020571598,0.043134642989086994
0.3220595956626734,0.029828765168978734,0.11508140016353623,0.043134802817807565
0.3221335983258272,0.029863182915487133,0.11510794029915604,0.043134962874404575
0.32220760098898105,0.029897632656815474,0.11513448061282071,0.04313512315913993
0.3222816036521348,0.029932114415906833,0.11516102110477579,0.043135283672275766
0.32235560631528865,0.029966628215716874,0.11518756177526719,0.04313544441407455
0.3224296089784425,0.030001174079213856,0.11521410262454104,0.04313560538479891
0.32250361164159624,0.030035752029378644,0.11524064365284375,0.04313576658471175
0.32257761430475007,0.030070362089204716,0.11526718486042208,0.04313592801407628
0.3226516169679039,0.03010500428169817,0.11529372624752299,0.04313608967315589
0.32272561963105767,0.030139678629877723,0.11532026781439375,0.04313625156221425
0.3227996222942115,0.030174385156774734,0.11534680956128197,0.0431364136815153
0.3228736249573653,0.030209123885433196,0.1153733514884355,0.04313657603132322
0.32294762762051915,0.030243894838909754,0.11539989359610243,0.04313673861190241
0.3230216302836729,0.030278698040273704,0.11542643588453119,0.04313690142351757
0.32309563294682675,0.03031353351260701,0.1154529783539705,0.04313706446643364
0.3231696356099806,0.030348401279004296,0.11547952100466936,0.0431372277409158
0.32324363827313435,0.030383301362572872,0.11550606383687699,0.043137391247229484
0.3233176409362882,0.03041823378643273,0.115532606850843,0.043137554985640404
0.323391643599442,0.03045319857371655,0.11555915004681722,0.043137718956414495
0.3234656462625958,0.030488195747569714,0.11558569342504975,0.043137883159817945
0.3235396489257496,0.030523225331150306,0.11561223698579105,0.043138047596117245
0.3236136515889034,0.03055828734762913,0.11563878072929179,0.043138212265579075
0.3236876542520572,0.030593381820189704,0.115665324655803,0.043138377168470424
0.323761656915211,0.030628508772028277,0.11569186876557593,0.043138542305058494
0.3238356595783648,0.030663668226353833,0.11571841305886212,0.04313870767561076
0.3239096622415187,0.0306988602063881,0.11574495753591348,0.04313887328039498
0.32398366490467245,0.030734084735365548,0.11577150219698211,0.04313903911967909
0.3240576675678263,0.030769341836533418,0.11579804704232045,0.043139205193731364
0.32413167023098005,0.030804631533151702,0.11582459207218121,0.04313937150282028
0.3242056728941339,0.030839953848493175,0.11585113728681741,0.043139538047214605
0.3242796755572877,0.030875308805843386,0.11587768268648234,0.043139704827183344
0.3243536782204415,0.03091069642850067,0.11590422827142957,0.043139871842995746
0.3244276808835953,0.03094611673977616,0.11593077404191302,0.043140039094921354
0.32450168354674913,0.030981569762993787,0.1159573199981868,0.04314020658322993
0.3245756862099029,0.031017055521490294,0.11598386614050538,0.043140374308191495
0.32464968887305673,0.03105257403861524,0.11601041246912353,0.043140542270076375
0.32472369153621056,0.031088125337731004,0.11603695898429624,0.04314071046915509
0.32479769419936433,0.031123709442212804,0.11606350568627885,0.04314087890569844
0.32487169686251816,0.03115932637544869,0.11609005257532702,0.043141047579977526
0.324945699525672,0.031194976160839563,0.1161165996516966,0.04314121649226364
0.3250197021888258,0.031230658821799172,0.11614314691564383,0.043141385642828364
0.3250937048519796,0.031266374381754135,0.11616969436742516,0.04314155503194352
0.32516770751513335,0.03130212286414393,0.1161962420072974,0.043141724659881225
0.32524171017828724,0.03133790429242093,0.11622278983551768,0.04314189452691385
0.325315712841441,0.03137371869005036,0.11624933785234325,0.04314206463331396
0.32538971550459483,0.03140956608051036,0.11627588605803187,0.04314223497935447
0.32546371816774866,0.03144544648729197,0.11630243445284145,0.04314240556530849
0.32553772083090243,0.03148135993389913,0.11632898303703025,0.043142576391449396
0.32561172349405626,0.03151730644384869,0.11635553181085681,0.04314274745805086
0.3256857261572101,0.03155328604067042,0.11638208077457998,0.043142918765386805
0.32575972882036386,0.03158929874790703,0.11640862992845886,0.04314309031373136
